client_id,client_name,first_name,last_name,email,preferred_server,session_duration,message_count,initial_message,response_pattern,rating_tendency,arrival_offset,priority,client_type,expected_wait_tolerance,chat_complexity,technical_level,satisfaction_threshold,retry_attempts,preferred_response_time,session_goal
750,Quinn_Smith_0750,Quinn,Smith,quinn.smith750@gmail.com,Any,1159,28,I have a question about your service,random,neutral,74978,high,new,503,medium,advanced,2,2,14,information
751,Grace_Robinson_0751,Grace,Robinson,grace.robinson751@outlook.com,Any,567,20,I have a complaint about the service,random,positive,19907,low,premium,476,simple,advanced,5,2,23,complaint
752,Alex_Flores_0752,Alex,Flores,alex.flores752@client.biz,Any,1431,30,I need help with integration,quick,negative,33007,low,returning,286,medium,advanced,4,3,14,complaint
753,Alex_Nelson_0753,Alex,Nelson,alex.nelson753@yahoo.com,Server_C,1253,13,I want to cancel my subscription,quick,positive,37530,medium,returning,469,medium,beginner,3,2,39,technical
754,Frank_Campbell_0754,Frank,Campbell,frank.campbell754@sample.co,Server_C,1203,9,I want to upgrade my plan,slow,positive,53675,high,new,395,complex,intermediate,2,1,51,technical
755,Harper_Hill_0755,Harper,Hill,harper.hill755@outlook.com,Any,844,50,I want to cancel my subscription,quick,neutral,21858,low,new,554,medium,beginner,3,1,37,information
756,Nico_Smith_0756,Nico,Smith,nico.smith756@hotmail.com,Server_A,1286,21,There's a bug in the application,random,positive,4475,medium,returning,194,medium,intermediate,2,2,16,information
757,Xavier_Rivera_0757,Xavier,Rivera,xavier.rivera757@hotmail.com,Server_B,573,44,Could you explain how this feature works?,slow,random,47937,medium,new,224,medium,intermediate,3,1,42,support
758,Bob_Jones_0758,Bob,Jones,bob.jones758@company.com,Any,382,48,Can you help me reset my password?,slow,random,40777,high,premium,573,medium,beginner,2,2,40,complaint
759,Jack_Martin_0759,Jack,Martin,jack.martin759@yahoo.com,Any,1005,47,I need help with integration,medium,neutral,18343,high,new,458,complex,beginner,3,1,34,purchase
760,Wendy_Sanchez_0760,Wendy,Sanchez,wendy.sanchez760@test.net,Any,1728,10,I want to cancel my subscription,quick,random,41814,low,returning,103,complex,intermediate,3,2,12,complaint
761,Blake_Smith_0761,Blake,Smith,blake.smith761@hotmail.com,Server_A,869,20,The system is running slowly,medium,neutral,83227,low,returning,429,simple,advanced,5,1,54,complaint
762,Indigo_Walker_0762,Indigo,Walker,indigo.walker762@client.biz,Server_A,527,27,Can you help me with a technical issue?,medium,random,82474,low,returning,305,simple,advanced,3,2,44,purchase
763,Noah_Mitchell_0763,Noah,Mitchell,noah.mitchell763@yahoo.com,Server_B,876,45,I need training on how to use this,slow,positive,12798,low,premium,476,complex,beginner,3,3,47,information
764,Ruby_White_0764,Ruby,White,ruby.white764@yahoo.com,Any,111,18,The system is running slowly,quick,positive,37649,medium,new,432,simple,advanced,2,3,49,complaint
765,Peter_Baker_0765,Peter,Baker,peter.baker765@company.com,Server_C,1325,49,Can you provide more information?,quick,negative,12150,medium,new,230,medium,beginner,5,1,9,complaint
766,Oakley_Moore_0766,Oakley,Moore,oakley.moore766@client.biz,Any,469,14,The system is running slowly,random,positive,30308,medium,premium,342,simple,beginner,5,2,34,technical
767,Ivy_Thomas_0767,Ivy,Thomas,ivy.thomas767@yahoo.com,Server_A,1516,45,Can you help me reset my password?,quick,neutral,65834,medium,premium,581,complex,advanced,5,2,9,support
768,Diana_Brown_0768,Diana,Brown,diana.brown768@hotmail.com,Server_A,1753,28,I'm experiencing problems with login,random,neutral,47724,high,returning,453,medium,beginner,3,3,39,support
769,Gray_Nguyen_0769,Gray,Nguyen,gray.nguyen769@hotmail.com,Any,759,22,I want to cancel my subscription,random,random,37284,medium,new,436,medium,beginner,4,1,58,information
770,Karen_Brown_0770,Karen,Brown,karen.brown770@company.com,Server_B,258,11,I'm experiencing problems with login,medium,random,80427,high,premium,67,simple,beginner,3,2,24,purchase
771,Wendy_Davis_0771,Wendy,Davis,wendy.davis771@outlook.com,Server_C,1479,8,My account is not working properly,quick,positive,22080,high,returning,319,medium,beginner,5,3,17,complaint
772,Henry_Moore_0772,Henry,Moore,henry.moore772@example.org,Server_A,676,28,I want to upgrade my plan,random,negative,71992,low,new,144,simple,beginner,4,1,11,complaint
773,Alice_Johnson_0773,Alice,Johnson,alice.johnson773@outlook.com,Server_C,1200,14,I have a complaint about the service,medium,neutral,78443,medium,returning,473,simple,intermediate,2,3,27,technical
774,Nico_Brown_0774,Nico,Brown,nico.brown774@demo.io,Server_C,1599,23,There's a bug in the application,random,neutral,8080,low,new,407,simple,advanced,4,3,54,information
775,Alex_Jones_0775,Alex,Jones,alex.jones775@yahoo.com,Server_B,1148,15,Can you help me reset my password?,medium,random,5251,high,premium,84,medium,beginner,5,1,35,purchase
776,Finley_Thompson_0776,Finley,Thompson,finley.thompson776@yahoo.com,Server_C,1615,14,Can you provide more information?,medium,positive,65057,high,premium,98,medium,advanced,2,1,27,information
777,Ellis_Hall_0777,Ellis,Hall,ellis.hall777@company.com,Server_C,1339,35,Could you explain how this feature works?,quick,neutral,56618,high,premium,81,complex,beginner,5,2,42,information
778,Olivia_Garcia_0778,Olivia,Garcia,olivia.garcia778@test.net,Server_B,217,36,I'm experiencing problems with login,medium,positive,54682,medium,premium,289,simple,advanced,2,3,11,information
779,Drew_Lee_0779,Drew,Lee,drew.lee779@gmail.com,Any,418,14,I'm experiencing problems with login,random,random,26199,high,returning,392,simple,intermediate,2,2,38,purchase
780,Drew_Harris_0780,Drew,Harris,drew.harris780@hotmail.com,Server_C,1215,17,I need help with integration,quick,neutral,28900,medium,new,286,simple,beginner,5,2,29,information
781,Leo_Torres_0781,Leo,Torres,leo.torres781@sample.co,Any,1456,27,Could you explain how this feature works?,slow,positive,24820,high,premium,559,simple,advanced,3,3,60,technical
782,Peter_Lewis_0782,Peter,Lewis,peter.lewis782@company.com,Server_B,1220,17,Can you help me reset my password?,slow,positive,10085,medium,returning,521,medium,advanced,2,2,9,information
783,Finley_Moore_0783,Finley,Moore,finley.moore783@test.net,Any,185,50,I'm having trouble accessing my data,quick,random,53509,low,new,87,complex,beginner,3,2,46,information
784,Nico_Perez_0784,Nico,Perez,nico.perez784@yahoo.com,Server_A,352,47,Can you help me with a technical issue?,quick,neutral,57328,high,returning,375,medium,beginner,5,1,32,support
785,Casey_Clark_0785,Casey,Clark,casey.clark785@client.biz,Any,1583,40,I'm having trouble accessing my data,random,negative,70032,low,premium,238,medium,advanced,2,1,40,technical
786,Oakley_Torres_0786,Oakley,Torres,oakley.torres786@company.com,Server_C,829,27,Can you help me reset my password?,slow,negative,66185,high,returning,481,complex,advanced,2,2,47,support
787,Xavier_Williams_0787,Xavier,Williams,xavier.williams787@sample.co,Any,976,32,There's an error in my order,quick,negative,4886,low,new,448,complex,intermediate,2,1,16,purchase
788,Leo_Miller_0788,Leo,Miller,leo.miller788@sample.co,Any,665,5,I'm having trouble accessing my data,medium,random,4787,medium,new,167,medium,intermediate,2,3,52,support
789,Bob_Lewis_0789,Bob,Lewis,bob.lewis789@gmail.com,Server_B,121,39,My account is not working properly,slow,negative,45339,medium,premium,566,simple,intermediate,5,3,34,purchase
790,Quinn_White_0790,Quinn,White,quinn.white790@yahoo.com,Any,1737,37,There's a bug in the application,quick,neutral,71055,medium,returning,75,medium,beginner,3,3,43,information
791,Yara_Walker_0791,Yara,Walker,yara.walker791@client.biz,Any,1325,6,Could you explain how this feature works?,quick,random,30759,low,new,306,medium,advanced,2,2,57,purchase
792,Charlie_Hall_0792,Charlie,Hall,charlie.hall792@demo.io,Server_C,185,29,I have a question about your service,quick,negative,39754,low,new,39,simple,beginner,4,2,10,purchase
793,Henry_Williams_0793,Henry,Williams,henry.williams793@test.net,Any,942,13,I have a complaint about the service,slow,neutral,28343,medium,returning,475,medium,beginner,2,1,29,information
794,Noah_Clark_0794,Noah,Clark,noah.clark794@example.org,Server_B,1735,31,I need help with integration,slow,random,77449,medium,premium,448,complex,intermediate,4,2,27,complaint
795,Sam_Jackson_0795,Sam,Jackson,sam.jackson795@gmail.com,Server_B,1763,21,Could you explain how this feature works?,slow,positive,57698,high,new,40,medium,beginner,3,1,8,complaint
796,Mia_Brown_0796,Mia,Brown,mia.brown796@demo.io,Server_B,1019,34,I need help with integration,slow,random,56242,low,returning,424,complex,beginner,4,1,30,complaint
797,Casey_Rodriguez_0797,Casey,Rodriguez,casey.rodriguez797@sample.co,Server_A,886,24,The system is running slowly,slow,random,1726,medium,returning,540,simple,intermediate,2,1,20,technical
798,Nico_Perez_0798,Nico,Perez,nico.perez798@hotmail.com,Server_A,806,31,There's a bug in the application,slow,negative,32491,high,new,227,medium,beginner,3,1,24,complaint
799,Jack_Thomas_0799,Jack,Thomas,jack.thomas799@yahoo.com,Server_B,320,23,I want to upgrade my plan,slow,negative,29663,medium,premium,586,medium,intermediate,3,1,24,support
800,Jack_Jones_0800,Jack,Jones,jack.jones800@demo.io,Any,717,33,My account is not working properly,slow,random,37774,high,premium,251,complex,intermediate,3,1,25,complaint
801,Indigo_Martin_0801,Indigo,Martin,indigo.martin801@sample.co,Server_A,1156,26,Can you help me reset my password?,random,random,28140,low,new,38,medium,beginner,2,2,15,technical
802,Grace_Clark_0802,Grace,Clark,grace.clark802@example.org,Any,1797,41,I want to cancel my subscription,random,positive,60974,low,returning,306,simple,intermediate,4,1,23,technical
803,Victor_Miller_0803,Victor,Miller,victor.miller803@outlook.com,Any,1314,44,Can you help me with a technical issue?,medium,negative,68020,low,new,179,medium,intermediate,3,1,5,technical
804,Lane_Allen_0804,Lane,Allen,lane.allen804@hotmail.com,Any,1377,38,The system is running slowly,slow,positive,27441,medium,premium,133,complex,advanced,3,3,27,purchase
805,Bob_Scott_0805,Bob,Scott,bob.scott805@client.biz,Server_B,942,49,My account is not working properly,medium,neutral,58224,high,new,568,simple,advanced,5,2,9,information
806,Karen_Flores_0806,Karen,Flores,karen.flores806@yahoo.com,Server_A,646,19,The system is running slowly,random,positive,29680,low,returning,224,simple,advanced,2,2,10,technical
807,River_Moore_0807,River,Moore,river.moore807@gmail.com,Server_C,298,21,I have a question about your service,slow,random,32535,high,new,301,simple,advanced,2,1,56,complaint
808,Eve_Sanchez_0808,Eve,Sanchez,eve.sanchez808@yahoo.com,Server_A,1043,21,"Hello, I need help with my account",slow,negative,12004,medium,new,37,complex,advanced,2,2,58,complaint
809,Alex_Wright_0809,Alex,Wright,alex.wright809@demo.io,Any,177,43,Can you provide more information?,random,neutral,17151,high,returning,498,complex,advanced,2,1,8,complaint
810,Frank_Mitchell_0810,Frank,Mitchell,frank.mitchell810@hotmail.com,Server_B,815,13,I need help with integration,medium,neutral,57591,low,premium,572,medium,advanced,5,3,41,support
811,Frank_White_0811,Frank,White,frank.white811@company.com,Server_B,870,19,I have a complaint about the service,quick,positive,27466,low,new,389,complex,intermediate,3,3,60,information
812,Peter_Miller_0812,Peter,Miller,peter.miller812@gmail.com,Server_B,665,36,"Hello, I need help with my account",slow,negative,63895,medium,returning,382,simple,intermediate,2,1,10,information
813,Victor_Lee_0813,Victor,Lee,victor.lee813@outlook.com,Server_A,132,28,I have a complaint about the service,medium,negative,83769,low,new,440,simple,intermediate,3,2,60,information
814,Sam_Clark_0814,Sam,Clark,sam.clark814@client.biz,Any,60,49,I need training on how to use this,quick,random,54894,low,new,252,medium,intermediate,5,2,28,technical
815,Phoenix_Baker_0815,Phoenix,Baker,phoenix.baker815@sample.co,Server_C,278,49,Can you provide more information?,slow,neutral,54432,high,premium,423,simple,intermediate,5,1,13,information
816,Casey_Johnson_0816,Casey,Johnson,casey.johnson816@test.net,Server_C,1327,50,I have a complaint about the service,random,neutral,57676,medium,returning,352,complex,advanced,3,2,48,support
817,Nico_Green_0817,Nico,Green,nico.green817@sample.co,Server_A,774,16,I need help with configuration,quick,neutral,39166,medium,new,597,simple,advanced,3,3,17,information
818,Blake_Hill_0818,Blake,Hill,blake.hill818@example.org,Server_A,1413,49,Can you check my account status?,slow,positive,48991,low,premium,57,simple,intermediate,4,2,8,support
819,Peter_Smith_0819,Peter,Smith,peter.smith819@sample.co,Server_B,94,28,Could you explain how this feature works?,random,positive,70465,medium,premium,325,medium,beginner,2,2,22,purchase
820,Casey_Williams_0820,Casey,Williams,casey.williams820@test.net,Any,1295,11,There's a bug in the application,slow,random,71621,low,returning,525,medium,beginner,3,1,48,support
821,Tina_Nguyen_0821,Tina,Nguyen,tina.nguyen821@hotmail.com,Server_C,1590,25,I'm having trouble accessing my data,medium,positive,18767,high,returning,267,simple,beginner,5,2,29,purchase
822,Mia_Martinez_0822,Mia,Martinez,mia.martinez822@sample.co,Server_C,537,31,The system is running slowly,random,negative,13706,low,premium,328,medium,advanced,4,2,53,information
823,Nico_Martin_0823,Nico,Martin,nico.martin823@gmail.com,Server_C,1234,43,I need assistance with billing,slow,negative,78728,high,premium,550,simple,advanced,4,2,25,technical
824,Peter_Martinez_0824,Peter,Martinez,peter.martinez824@hotmail.com,Server_C,1153,18,I'm experiencing problems with login,quick,random,45568,medium,premium,186,complex,intermediate,4,3,53,technical
825,Eve_Wright_0825,Eve,Wright,eve.wright825@company.com,Server_A,1388,41,Can you help me reset my password?,random,negative,11493,low,returning,151,medium,beginner,4,2,20,complaint
826,Tina_Young_0826,Tina,Young,tina.young826@demo.io,Server_C,717,37,I have a complaint about the service,medium,negative,69614,high,returning,210,simple,advanced,4,3,8,technical
827,Ivy_King_0827,Ivy,King,ivy.king827@outlook.com,Any,1665,28,I'm having trouble accessing my data,slow,negative,38817,high,new,275,simple,beginner,5,2,25,purchase
828,Wendy_Gonzalez_0828,Wendy,Gonzalez,wendy.gonzalez828@company.com,Server_A,1631,31,I have a question about your service,quick,negative,29602,low,returning,232,simple,intermediate,5,2,48,technical
829,Bob_Green_0829,Bob,Green,bob.green829@client.biz,Server_A,1281,8,Can you provide more information?,random,negative,69009,medium,new,143,complex,advanced,5,1,17,purchase
830,Charlie_Green_0830,Charlie,Green,charlie.green830@gmail.com,Server_A,723,24,Can you help me reset my password?,slow,neutral,36424,low,new,556,medium,beginner,3,3,38,complaint
831,Frank_Hernandez_0831,Frank,Hernandez,frank.hernandez831@test.net,Any,136,44,Can you help me reset my password?,random,negative,7468,high,premium,159,simple,beginner,5,3,5,purchase
832,Finley_Perez_0832,Finley,Perez,finley.perez832@client.biz,Server_A,329,49,Can you help me reset my password?,random,positive,56302,high,new,199,complex,intermediate,5,3,23,support
833,Nico_King_0833,Nico,King,nico.king833@client.biz,Server_A,868,45,I have a question about your service,random,neutral,47522,medium,premium,83,simple,beginner,3,2,51,technical
834,Sam_White_0834,Sam,White,sam.white834@yahoo.com,Server_C,1299,17,I need training on how to use this,random,neutral,68259,high,new,476,simple,advanced,2,2,47,complaint
835,Ivy_King_0835,Ivy,King,ivy.king835@gmail.com,Server_B,373,19,Can you help me reset my password?,medium,random,49472,low,premium,224,simple,advanced,2,3,58,purchase
836,Lane_Baker_0836,Lane,Baker,lane.baker836@demo.io,Server_B,336,19,Can you help me with a technical issue?,random,positive,66055,medium,new,169,medium,beginner,2,2,40,support
837,Phoenix_Scott_0837,Phoenix,Scott,phoenix.scott837@yahoo.com,Server_B,1182,28,I need help with configuration,quick,random,67370,high,returning,596,simple,intermediate,5,3,56,support
838,Phoenix_Johnson_0838,Phoenix,Johnson,phoenix.johnson838@company.com,Server_A,1337,32,I'm having trouble accessing my data,medium,random,55634,low,premium,347,simple,intermediate,3,2,14,information
839,Henry_Hernandez_0839,Henry,Hernandez,henry.hernandez839@client.biz,Any,1303,14,I need assistance with billing,slow,negative,3047,low,new,333,simple,advanced,2,3,45,support
840,Finley_Anderson_0840,Finley,Anderson,finley.anderson840@hotmail.com,Any,1508,19,Can you help me reset my password?,slow,positive,39580,high,premium,395,medium,advanced,4,2,23,support
841,River_Walker_0841,River,Walker,river.walker841@gmail.com,Any,1258,32,Can you help me with a technical issue?,slow,negative,46588,low,premium,529,complex,intermediate,5,2,49,purchase
842,Drew_Jones_0842,Drew,Jones,drew.jones842@outlook.com,Server_B,380,30,I'm having trouble accessing my data,quick,random,27454,low,new,60,simple,advanced,2,3,35,complaint
843,Drew_Hill_0843,Drew,Hill,drew.hill843@sample.co,Server_A,323,37,I want to upgrade my plan,quick,negative,23078,high,new,168,complex,advanced,5,3,25,purchase
844,Diana_Hernandez_0844,Diana,Hernandez,diana.hernandez844@yahoo.com,Any,1653,18,I need help with integration,medium,random,59080,low,new,43,simple,beginner,4,2,57,purchase
845,River_Walker_0845,River,Walker,river.walker845@outlook.com,Server_A,641,47,I need assistance with billing,quick,negative,28335,medium,premium,103,complex,intermediate,2,1,15,technical
846,Alice_Lopez_0846,Alice,Lopez,alice.lopez846@company.com,Server_B,375,37,My account is not working properly,slow,negative,29033,medium,premium,44,medium,beginner,2,2,30,complaint
847,Quinn_Rivera_0847,Quinn,Rivera,quinn.rivera847@company.com,Any,1579,28,The system is running slowly,slow,neutral,14820,low,new,451,complex,advanced,5,3,13,support
848,Henry_Nguyen_0848,Henry,Nguyen,henry.nguyen848@gmail.com,Server_A,1215,33,I want to cancel my subscription,quick,negative,55892,low,returning,440,complex,intermediate,5,1,43,complaint
849,Olivia_Wright_0849,Olivia,Wright,olivia.wright849@test.net,Server_C,794,29,There's an error in my order,random,neutral,78560,medium,returning,33,complex,intermediate,3,1,59,technical
850,Karen_Rodriguez_0850,Karen,Rodriguez,karen.rodriguez850@outlook.com,Server_A,487,32,There's an error in my order,random,random,49298,high,new,210,complex,intermediate,5,2,46,support
851,Diana_Green_0851,Diana,Green,diana.green851@sample.co,Server_B,1557,22,I'm having trouble accessing my data,random,positive,21755,low,new,317,medium,intermediate,4,2,29,purchase
852,Alex_Brown_0852,Alex,Brown,alex.brown852@company.com,Server_A,366,19,Can you check my account status?,random,neutral,17281,medium,returning,513,simple,advanced,3,1,35,support
853,River_Taylor_0853,River,Taylor,river.taylor853@gmail.com,Server_B,1576,33,Can you check my account status?,medium,neutral,25099,low,premium,44,medium,advanced,5,1,59,support
854,Eve_Adams_0854,Eve,Adams,eve.adams854@test.net,Server_B,64,34,I'm having trouble accessing my data,random,neutral,45697,high,returning,411,medium,intermediate,4,1,33,purchase
855,River_Smith_0855,River,Smith,river.smith855@client.biz,Server_B,1320,26,There's a bug in the application,quick,neutral,23365,low,premium,243,simple,beginner,3,3,56,support
856,Eve_Jackson_0856,Eve,Jackson,eve.jackson856@outlook.com,Server_B,169,38,Can you help me with a technical issue?,slow,positive,76940,high,returning,147,medium,advanced,5,1,52,complaint
857,Diana_Harris_0857,Diana,Harris,diana.harris857@test.net,Server_A,1582,23,I want to upgrade my plan,medium,random,74523,low,premium,55,complex,intermediate,5,3,28,purchase
858,Henry_Nguyen_0858,Henry,Nguyen,henry.nguyen858@company.com,Server_C,1425,13,I'm having trouble accessing my data,random,positive,33050,medium,returning,83,simple,intermediate,5,2,7,purchase
859,Indigo_Lopez_0859,Indigo,Lopez,indigo.lopez859@outlook.com,Server_B,1195,9,Could you explain how this feature works?,slow,negative,83305,low,new,90,medium,advanced,2,2,7,complaint
860,Wendy_Flores_0860,Wendy,Flores,wendy.flores860@yahoo.com,Server_A,238,24,I want to upgrade my plan,slow,random,37868,medium,returning,191,medium,advanced,3,1,25,purchase
861,Mia_Green_0861,Mia,Green,mia.green861@demo.io,Any,80,14,Can you help me reset my password?,slow,positive,55875,low,premium,133,simple,intermediate,3,3,36,complaint
862,Casey_Williams_0862,Casey,Williams,casey.williams862@company.com,Server_B,833,46,I need help with integration,medium,random,61587,high,returning,64,medium,beginner,2,2,25,complaint
863,Quinn_Brown_0863,Quinn,Brown,quinn.brown863@gmail.com,Server_B,1101,9,My account is not working properly,quick,positive,35639,medium,new,457,medium,beginner,3,2,43,information
864,Uma_Moore_0864,Uma,Moore,uma.moore864@outlook.com,Server_A,368,10,I want to cancel my subscription,quick,neutral,66406,low,new,128,complex,beginner,4,2,50,technical
865,Alex_Nelson_0865,Alex,Nelson,alex.nelson865@hotmail.com,Server_B,286,47,I need assistance with billing,slow,random,58702,high,returning,505,medium,intermediate,3,3,46,technical
866,Gray_White_0866,Gray,White,gray.white866@company.com,Server_B,1281,21,Can you help me with a technical issue?,random,neutral,16574,high,new,59,medium,intermediate,3,3,16,complaint
867,Sage_Hill_0867,Sage,Hill,sage.hill867@client.biz,Any,679,33,Can you help me reset my password?,random,negative,11665,low,returning,506,complex,intermediate,2,3,34,complaint
868,Uma_Moore_0868,Uma,Moore,uma.moore868@client.biz,Server_A,872,10,I want to upgrade my plan,medium,positive,34208,high,returning,306,complex,intermediate,4,3,44,complaint
869,Morgan_Martinez_0869,Morgan,Martinez,morgan.martinez869@company.com,Any,706,16,I need training on how to use this,medium,random,29914,high,returning,103,medium,beginner,4,3,35,technical
870,Bob_Sanchez_0870,Bob,Sanchez,bob.sanchez870@test.net,Server_C,1172,39,There's an error in my order,slow,positive,68966,medium,new,475,complex,advanced,2,3,58,complaint
871,Bob_Clark_0871,Bob,Clark,bob.clark871@demo.io,Server_C,1743,37,The system is running slowly,slow,neutral,4298,low,returning,414,medium,intermediate,4,2,30,technical
872,Sam_Campbell_0872,Sam,Campbell,sam.campbell872@outlook.com,Any,1032,47,I need help with configuration,quick,positive,65986,low,premium,193,medium,beginner,5,1,9,technical
873,Sage_Davis_0873,Sage,Davis,sage.davis873@example.org,Server_A,964,44,I need help with integration,slow,positive,63018,medium,returning,344,medium,beginner,2,2,58,purchase
874,Zoe_Anderson_0874,Zoe,Anderson,zoe.anderson874@sample.co,Server_A,937,10,I need training on how to use this,quick,random,53158,high,new,220,medium,intermediate,4,2,26,purchase
875,Jesse_Lopez_0875,Jesse,Lopez,jesse.lopez875@client.biz,Server_C,187,50,I need training on how to use this,quick,negative,28206,high,returning,265,simple,advanced,4,1,38,purchase
876,Alice_Martin_0876,Alice,Martin,alice.martin876@sample.co,Server_A,526,6,Can you help me reset my password?,quick,random,77796,high,premium,444,simple,advanced,2,1,35,purchase
877,Frank_Mitchell_0877,Frank,Mitchell,frank.mitchell877@test.net,Any,1146,13,I want to cancel my subscription,random,positive,45717,medium,returning,343,complex,advanced,5,2,57,technical
878,Mia_Clark_0878,Mia,Clark,mia.clark878@demo.io,Server_C,736,46,Can you provide more information?,random,neutral,24455,high,new,206,simple,beginner,2,2,14,complaint
879,Lane_Mitchell_0879,Lane,Mitchell,lane.mitchell879@demo.io,Server_A,731,11,I need help with integration,medium,negative,69233,high,returning,55,simple,advanced,5,1,57,complaint
880,Sam_Baker_0880,Sam,Baker,sam.baker880@company.com,Server_C,683,32,Can you check my account status?,medium,neutral,59717,medium,new,414,simple,advanced,5,1,20,information
881,Victor_Sanchez_0881,Victor,Sanchez,victor.sanchez881@yahoo.com,Server_A,848,24,There's an error in my order,slow,random,13309,high,new,322,medium,intermediate,5,2,17,support
882,Taylor_Wright_0882,Taylor,Wright,taylor.wright882@gmail.com,Server_B,1055,35,I'm experiencing problems with login,random,neutral,54649,high,returning,546,complex,beginner,3,1,43,purchase
883,Zoe_Flores_0883,Zoe,Flores,zoe.flores883@client.biz,Server_A,1225,50,I'm having trouble accessing my data,random,positive,66706,medium,returning,422,medium,intermediate,5,1,58,information
884,Tina_Allen_0884,Tina,Allen,tina.allen884@sample.co,Server_C,857,35,"Hello, I need help with my account",random,positive,78124,high,new,232,complex,beginner,3,2,38,information
885,Oakley_Adams_0885,Oakley,Adams,oakley.adams885@hotmail.com,Any,1035,32,I have a complaint about the service,medium,negative,37900,high,new,287,complex,advanced,3,1,17,purchase
886,Finley_White_0886,Finley,White,finley.white886@client.biz,Server_B,114,32,I want to upgrade my plan,quick,positive,71901,low,new,441,simple,beginner,2,3,34,purchase
887,Indigo_Hill_0887,Indigo,Hill,indigo.hill887@company.com,Server_C,922,34,I'm experiencing problems with login,quick,negative,62333,medium,premium,497,simple,advanced,3,2,52,information
888,Tina_Martin_0888,Tina,Martin,tina.martin888@outlook.com,Any,1317,30,I have a complaint about the service,slow,positive,37039,high,returning,435,simple,intermediate,4,2,43,support
889,Eve_Allen_0889,Eve,Allen,eve.allen889@hotmail.com,Any,1764,47,Can you provide more information?,random,neutral,68977,medium,premium,72,medium,intermediate,3,2,59,information
890,Harper_Allen_0890,Harper,Allen,harper.allen890@demo.io,Server_C,486,12,I need help with configuration,quick,positive,26906,medium,new,571,complex,beginner,2,3,20,complaint
891,Ellis_Thompson_0891,Ellis,Thompson,ellis.thompson891@sample.co,Any,730,38,My account is not working properly,quick,positive,83098,medium,new,498,medium,beginner,5,2,53,purchase
892,Nico_Brown_0892,Nico,Brown,nico.brown892@example.org,Server_A,737,34,There's a bug in the application,slow,negative,36253,low,premium,472,simple,intermediate,3,3,35,information
893,Quinn_Lopez_0893,Quinn,Lopez,quinn.lopez893@test.net,Any,1487,31,Can you provide more information?,quick,negative,33096,high,returning,55,complex,intermediate,2,1,20,technical
894,Uma_Adams_0894,Uma,Adams,uma.adams894@sample.co,Any,985,12,Can you provide more information?,medium,neutral,76748,low,returning,173,simple,intermediate,5,1,37,support
895,Jesse_Sanchez_0895,Jesse,Sanchez,jesse.sanchez895@test.net,Any,1009,28,Can you provide more information?,medium,negative,55385,high,new,184,simple,advanced,3,1,54,technical
896,Yara_White_0896,Yara,White,yara.white896@client.biz,Server_C,1786,38,I'm experiencing problems with login,slow,neutral,72749,high,new,553,complex,advanced,5,2,41,purchase
897,Unique_Walker_0897,Unique,Walker,unique.walker897@gmail.com,Server_C,1612,19,I'm having trouble accessing my data,quick,random,15945,medium,premium,453,simple,beginner,4,2,17,technical
898,Bob_Rodriguez_0898,Bob,Rodriguez,bob.rodriguez898@yahoo.com,Server_A,1196,48,I'm experiencing problems with login,quick,positive,66038,low,new,177,medium,beginner,4,1,23,technical
899,Ivy_Harris_0899,Ivy,Harris,ivy.harris899@test.net,Server_A,818,11,Can you provide more information?,slow,neutral,63699,low,new,314,simple,advanced,5,2,49,technical
900,Lane_Wright_0900,Lane,Wright,lane.wright900@client.biz,Server_C,898,12,Can you help me reset my password?,random,neutral,58671,medium,returning,524,medium,intermediate,3,3,36,information
901,River_Young_0901,River,Young,river.young901@test.net,Server_C,1530,46,I need training on how to use this,quick,positive,67405,low,premium,193,complex,advanced,5,3,15,complaint
902,Eve_Hernandez_0902,Eve,Hernandez,eve.hernandez902@yahoo.com,Server_B,1533,47,I need assistance with billing,quick,neutral,40492,low,returning,183,medium,beginner,5,1,21,support
903,Mia_Martin_0903,Mia,Martin,mia.martin903@test.net,Any,989,30,Could you explain how this feature works?,random,neutral,75179,low,new,110,simple,advanced,4,2,56,information
904,Mia_Walker_0904,Mia,Walker,mia.walker904@outlook.com,Server_C,401,31,Can you help me reset my password?,medium,positive,51784,medium,returning,491,medium,advanced,3,2,43,technical
905,Xavier_Walker_0905,Xavier,Walker,xavier.walker905@company.com,Server_C,1240,32,Can you provide more information?,medium,negative,19800,medium,premium,379,medium,intermediate,2,1,6,support
906,Zoe_Anderson_0906,Zoe,Anderson,zoe.anderson906@client.biz,Server_C,766,27,Can you help me reset my password?,slow,random,61869,medium,premium,484,medium,beginner,5,2,21,technical
907,River_Rivera_0907,River,Rivera,river.rivera907@gmail.com,Any,753,18,I have a question about your service,medium,random,48319,low,returning,510,medium,beginner,5,2,13,complaint
908,Uma_Taylor_0908,Uma,Taylor,uma.taylor908@hotmail.com,Any,1761,16,I need training on how to use this,slow,random,83661,medium,new,401,simple,beginner,5,3,53,technical
909,Mia_Campbell_0909,Mia,Campbell,mia.campbell909@test.net,Any,1719,12,Could you explain how this feature works?,random,negative,17855,high,premium,53,complex,intermediate,5,2,17,complaint
910,Tina_Adams_0910,Tina,Adams,tina.adams910@yahoo.com,Server_B,1222,18,I want to cancel my subscription,random,positive,40153,medium,returning,253,simple,beginner,3,2,49,purchase
